--with-select_module,--with-poll_module,--with-threads,--with-file-aio,--with-http_ssl_module,--with-http_v2_module,--with-http_realip_module,--with-http_addition_module,--with-http_xslt_module,--with-http_xslt_module=dynamic,--with-http_image_filter_module,--with-http_image_filter_module=dynamic,--with-http_geoip_module,--with-http_geoip_module=dynamic,--with-http_sub_module,--with-http_dav_module,--with-http_flv_module,--with-http_mp4_module,--with-http_gunzip_module,--with-http_gzip_static_module,--with-http_auth_request_module,--with-http_random_index_module,--with-http_secure_link_module,--with-http_degradation_module,--with-http_slice_module,--with-http_stub_status_module,--with-http_perl_module=dynamic,--with-mail,--with-mail=dynamic,--with-mail_ssl_module,--with-stream,--with-stream=dynamic,--with-stream_ssl_module,--with-stream_realip_module,--with-stream_geoip_module,--with-stream_geoip_module=dynamic,--with-stream_ssl_preread_module,--with-google_perftools_module,--with-compat,--with-pcre,--with-pcre-jit,--with-zlib-asm=CPU,--with-libatomic,--with-debug,--without-select_module,--without-poll_module,--without-http_charset_module,--without-http_gzip_module,--without-http_ssi_module,--without-http_userid_module,--without-http_access_module,--without-http_auth_basic_module,--without-http_mirror_module,--without-http_autoindex_module,--without-http_geo_module,--without-http_map_module,--without-http_split_clients_module,--without-http_referer_module,--without-http_rewrite_module,--without-http_proxy_module,--without-http_fastcgi_module,--without-http_uwsgi_module,--without-http_scgi_module,--without-http_grpc_module,--without-http_memcached_module,--without-http_limit_conn_module,--without-http_limit_req_module,--without-http_empty_gif_module,--without-http_browser_module,--without-http_upstream_hash_module,--without-http_upstream_ip_hash_module,--without-http_upstream_least_conn_module,--without-http_upstream_random_module,--without-http_upstream_keepalive_module,--without-http_upstream_zone_module,--without-http,--without-http-cache,--without-mail_pop3_module,--without-mail_imap_module,--without-mail_smtp_module,--without-stream_limit_conn_module,--without-stream_access_module,--without-stream_geo_module,--without-stream_map_module,--without-stream_split_clients_module,--without-stream_return_module,--without-stream_upstream_hash_module,--without-stream_upstream_least_conn_module,--without-stream_upstream_random_module,--without-stream_upstream_zone_module,binary-size,unit,nr-of-gadgets
true,false,false,false,false,true,false,true,false,true,true,false,false,true,false,true,true,true,true,true,true,true,true,false,true,true,false,true,false,true,true,false,true,false,true,true,false,true,true,true,false,true,false,false,true,true,true,true,false,false,true,true,true,true,true,false,false,true,true,false,false,true,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,true,true,false,true,true,true,true,true,true,true,true,false,false,2556992,bytes,19346
true,false,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,false,false,false,true,false,false,true,false,false,true,false,false,true,true,false,true,false,true,true,false,false,true,false,true,false,false,true,false,false,false,true,true,false,false,false,true,false,true,true,false,false,false,true,false,true,false,false,true,true,true,true,true,true,false,false,true,false,false,true,true,true,false,false,true,true,false,true,true,false,true,true,5167712,bytes,33790
true,false,false,false,false,false,true,true,false,true,false,true,false,false,false,false,false,true,true,false,false,false,true,true,true,false,false,true,false,true,false,true,true,true,true,true,true,false,false,true,true,true,false,false,false,false,true,true,false,true,false,false,true,true,true,true,false,false,false,true,false,true,false,true,false,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,true,true,false,false,true,false,false,false,true,true,4529328,bytes,30695
false,false,false,true,false,true,false,true,false,true,false,true,false,false,false,true,false,true,true,false,false,false,false,false,true,false,true,false,false,true,true,true,false,true,false,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true,true,true,false,true,false,false,true,false,true,true,false,true,false,true,true,false,false,false,true,true,true,true,false,false,true,false,true,true,true,true,false,true,false,true,false,false,true,4604408,bytes,30140
false,false,false,true,true,true,true,true,false,true,true,true,false,false,false,true,true,true,true,false,true,true,true,true,true,false,true,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false,true,false,false,true,true,true,true,true,true,false,true,false,false,false,true,false,false,true,true,true,false,false,true,true,true,true,true,false,true,false,true,false,true,true,false,false,true,false,false,true,true,true,true,false,false,false,true,true,1493560,bytes,12044
false,true,false,false,false,true,true,true,true,false,true,true,false,false,false,false,true,false,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false,false,true,true,true,true,true,false,true,true,true,false,true,false,false,false,false,true,false,true,true,false,true,true,false,false,false,false,true,true,true,false,true,true,true,true,false,false,true,false,false,false,true,true,false,false,true,false,true,true,false,false,true,true,true,true,false,true,1494440,bytes,12095
false,true,false,false,true,false,true,false,false,true,true,false,false,true,false,false,true,true,false,false,true,true,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,true,false,true,false,false,false,false,false,false,true,true,true,true,true,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,false,false,true,true,true,false,false,true,true,true,true,true,true,false,true,false,false,true,false,false,4388752,bytes,29522
false,true,false,true,false,true,true,true,true,true,true,false,true,true,false,true,false,true,true,true,true,true,false,false,false,true,false,true,true,true,true,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,true,true,false,false,false,false,false,true,false,false,false,false,true,true,true,true,true,true,false,true,false,false,true,false,true,false,true,true,true,true,true,false,true,true,false,false,true,true,false,true,true,true,true,true,2270888,bytes,16906
true,true,false,false,true,false,false,true,false,false,false,true,false,true,true,true,true,true,false,true,true,false,true,false,true,false,false,false,true,false,false,false,true,false,false,true,true,true,true,true,true,false,false,false,true,false,true,false,false,false,true,false,false,true,false,false,true,true,true,false,false,false,false,false,true,true,true,true,true,true,true,true,false,false,false,false,true,true,true,true,true,false,false,false,true,true,false,true,true,true,4513976,bytes,30648
true,true,false,false,true,false,true,false,true,false,true,true,true,false,false,true,true,true,false,false,true,false,false,true,true,true,true,false,true,true,true,false,true,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,true,false,true,true,false,false,true,true,false,true,true,true,false,true,true,false,true,true,true,true,true,false,true,5287424,bytes,34323
false,false,true,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,false,false,true,true,true,false,false,true,false,false,true,false,false,true,false,false,false,true,true,false,false,true,true,false,true,false,false,true,false,false,false,true,false,false,true,true,true,true,false,true,false,false,false,false,true,false,true,false,false,false,true,false,true,false,false,false,true,true,true,true,false,false,false,false,true,false,false,false,false,true,false,true,1518768,bytes,12215
false,true,false,false,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,true,true,false,true,false,false,true,true,false,false,true,false,false,true,false,false,true,true,false,true,false,true,true,true,true,false,true,true,true,true,true,false,true,true,true,false,true,false,true,false,true,true,false,true,false,true,false,true,true,false,false,true,false,false,true,true,false,false,false,true,false,false,1718704,bytes,13943
false,true,false,false,true,true,false,false,false,false,true,true,true,false,true,false,false,false,false,true,true,false,true,false,false,true,true,true,false,true,true,false,true,false,true,true,true,false,false,false,false,true,false,false,true,false,true,true,true,true,true,true,true,false,true,false,false,false,true,false,false,false,true,false,true,false,true,false,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,5970440,bytes,38926
false,false,true,false,true,true,false,false,true,false,false,true,true,true,false,true,false,true,false,true,true,false,false,true,false,true,false,false,true,false,true,false,false,false,true,false,true,true,false,true,true,false,false,false,true,false,false,false,true,true,true,false,true,false,false,true,false,true,true,false,false,true,false,true,true,false,true,true,true,false,false,false,false,false,false,true,false,true,true,true,false,true,true,true,false,false,true,true,true,false,2078552,bytes,15608
true,true,false,true,false,false,true,false,true,false,true,false,true,true,true,false,false,true,false,true,true,true,false,false,false,false,false,true,true,false,false,false,true,false,false,true,true,true,true,true,false,false,false,false,false,true,true,false,false,false,true,false,false,false,true,true,true,true,false,false,false,false,true,false,true,false,true,false,true,true,false,true,true,true,false,true,false,true,true,true,false,false,false,false,true,false,false,true,true,false,1516104,bytes,12285
true,false,true,false,false,false,true,false,false,false,true,true,false,true,true,false,false,true,false,false,false,false,true,false,false,true,false,true,false,false,true,false,true,true,false,true,true,true,true,false,true,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false,true,false,true,false,false,false,true,false,true,true,true,true,true,false,true,false,true,false,true,true,true,true,false,true,true,false,true,false,true,false,false,2686824,bytes,19957
true,false,false,false,true,true,false,true,true,true,true,false,false,true,false,false,false,false,false,true,false,true,false,true,true,false,true,true,true,true,false,false,false,false,false,false,true,true,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,true,true,true,false,true,true,false,false,false,true,false,false,true,false,true,false,false,true,true,true,true,true,false,false,true,false,true,false,true,true,true,false,true,true,1762008,bytes,14073
true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,true,true,true,false,true,false,false,false,true,false,false,true,true,true,false,false,false,true,true,false,true,true,true,true,true,true,false,false,false,true,false,true,true,false,false,false,true,false,true,true,false,true,true,true,true,true,true,false,false,true,true,false,true,1815216,bytes,14537
true,false,false,true,true,false,true,false,true,false,true,true,false,false,true,false,false,false,true,true,false,false,true,true,false,false,true,true,false,false,true,false,true,false,false,true,false,false,true,false,true,false,false,false,false,false,true,true,false,true,false,false,true,false,true,false,true,true,true,false,false,false,true,false,false,true,true,false,false,true,false,false,true,true,false,false,true,true,false,false,false,true,true,false,false,true,false,false,false,false,5273712,bytes,34791
false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,true,false,false,true,true,false,true,false,true,true,true,true,false,true,false,false,false,true,false,false,true,false,true,false,false,true,true,true,false,false,true,true,true,true,true,true,false,true,false,true,true,false,false,true,true,false,true,false,true,true,false,true,false,false,true,false,false,true,false,true,false,true,true,true,true,false,true,false,true,false,true,false,true,false,false,4085400,bytes,26535
true,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,true,false,false,true,false,true,true,false,false,true,true,true,false,false,true,false,false,false,true,true,false,true,true,false,false,true,false,false,true,false,true,true,true,false,true,true,false,false,true,false,true,false,false,false,false,true,false,false,true,false,false,false,false,true,false,true,false,false,true,false,false,false,true,false,true,true,true,true,true,true,true,5611432,bytes,36527
true,false,true,false,false,false,false,true,true,false,true,true,false,true,true,true,true,true,true,false,false,false,false,true,false,true,true,true,false,false,false,false,false,true,true,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,false,false,false,true,false,true,true,false,false,true,false,true,true,false,false,false,false,false,true,false,true,false,false,false,true,true,true,true,true,true,4516816,bytes,29553
false,false,true,true,true,false,true,false,true,false,false,true,true,true,false,false,true,false,true,false,false,false,false,true,true,true,false,false,false,false,true,true,true,false,false,true,false,true,false,false,true,false,false,false,true,false,true,false,true,false,true,true,false,true,true,false,true,false,false,true,true,false,true,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,true,true,false,false,true,true,true,4567200,bytes,28767
false,false,false,false,true,true,false,false,false,false,true,false,true,false,false,true,true,false,false,true,true,true,true,false,false,true,true,true,false,false,false,false,true,false,true,true,false,false,false,true,false,true,true,false,false,true,true,true,true,false,true,true,false,false,true,false,false,true,false,true,false,false,true,false,false,false,false,true,false,false,true,true,true,false,false,false,true,true,false,false,false,true,false,true,false,true,true,true,false,true,5194880,bytes,33869
true,true,true,true,false,true,true,false,true,true,true,false,true,false,false,false,false,false,true,true,true,false,true,false,true,true,true,true,true,false,false,true,false,false,false,false,true,true,true,false,false,false,true,false,false,false,true,true,false,true,true,true,false,false,false,true,true,false,false,false,true,false,false,true,true,false,false,true,true,false,true,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,true,false,true,4990552,bytes,31493
true,true,true,true,true,false,true,false,true,false,true,true,false,false,false,false,false,true,true,false,false,false,true,true,false,false,true,false,false,false,false,false,true,true,true,false,true,false,false,true,false,true,false,false,false,false,false,true,false,true,true,true,false,true,false,true,true,true,true,false,true,false,true,false,true,false,true,true,false,false,false,true,true,false,true,true,false,true,true,false,true,true,true,false,true,true,false,true,false,false,1611952,bytes,12827
true,true,true,false,false,false,true,true,true,false,false,true,false,false,true,true,true,false,true,false,true,false,true,false,true,true,true,true,false,false,true,true,false,true,false,false,true,false,true,false,false,false,true,false,true,false,false,true,true,true,false,false,false,false,true,true,true,false,true,true,false,false,true,false,true,false,false,false,true,true,false,false,false,true,true,true,true,false,true,false,false,false,true,false,false,true,true,true,false,true,1862736,bytes,14412
false,true,false,false,false,true,true,true,true,false,false,false,false,false,true,false,false,true,false,true,false,true,true,false,true,true,true,true,false,true,false,false,true,true,false,true,true,true,false,true,true,false,false,false,false,true,false,false,true,false,true,false,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,true,false,true,false,true,true,true,false,false,true,false,false,true,false,false,true,false,true,true,true,false,true,false,5074712,bytes,32914
false,false,false,true,true,false,true,false,true,true,true,true,false,false,false,true,true,false,true,true,false,false,true,false,true,false,true,true,false,false,true,false,false,true,true,true,true,false,true,true,false,true,false,false,false,false,true,false,true,true,true,true,false,false,true,true,false,true,true,false,true,false,true,false,true,false,false,true,true,false,true,false,false,false,false,false,true,false,true,true,false,true,true,true,true,true,false,true,true,false,5003872,bytes,32630
true,true,false,true,true,true,true,false,true,true,false,true,true,true,false,true,false,true,true,false,true,false,true,false,false,true,true,false,false,true,false,true,true,false,true,false,false,false,false,false,false,true,true,false,true,true,true,true,false,false,true,true,false,true,false,true,true,false,false,false,true,false,true,false,true,true,true,false,true,false,false,true,true,true,true,true,false,true,false,false,true,false,true,true,false,true,true,false,true,true,1748104,bytes,13921
true,false,false,false,false,true,true,false,true,false,true,false,true,false,true,true,true,true,false,true,true,false,true,true,false,false,false,true,false,false,true,true,true,true,true,false,false,false,false,false,true,false,true,false,false,false,false,false,true,false,true,false,true,false,false,false,true,false,true,false,false,true,false,false,true,false,false,true,true,true,false,false,false,true,false,true,false,true,false,true,true,true,false,false,false,false,true,false,false,false,1999744,bytes,15758
true,false,false,false,true,false,false,false,false,true,true,true,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,true,false,true,false,false,false,true,true,false,true,true,false,false,false,true,true,true,false,false,false,true,false,true,true,false,true,true,false,true,false,false,true,true,true,true,true,true,false,true,true,true,true,true,false,false,true,true,true,false,false,false,true,true,false,true,false,true,false,4094984,bytes,28578
false,true,false,false,true,true,false,true,true,true,false,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,false,true,true,true,false,false,true,true,false,true,false,false,false,false,true,false,true,false,true,true,true,false,true,false,true,true,true,true,false,false,false,false,true,true,false,true,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,true,false,true,true,false,1718952,bytes,13884
false,true,false,true,false,true,false,true,false,false,false,false,true,true,false,false,false,true,false,true,true,false,true,true,false,false,false,true,true,false,false,true,true,true,false,false,true,false,true,false,true,false,true,false,false,false,false,true,true,true,true,false,false,false,true,false,false,false,true,false,false,false,true,true,true,true,false,false,false,false,true,false,true,true,true,true,false,false,true,false,true,false,true,true,false,false,false,false,true,true,1781248,bytes,14069
true,false,false,false,true,false,false,true,false,false,false,false,false,true,false,true,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,true,false,true,false,true,false,false,false,false,false,false,false,false,true,true,false,true,true,false,true,false,true,false,false,false,true,false,true,false,true,false,false,true,true,true,false,true,true,true,true,true,true,true,true,false,true,false,true,1738456,bytes,13950
false,false,true,false,true,false,true,false,true,false,false,true,true,false,true,true,false,true,false,false,false,false,false,true,false,false,true,true,false,true,false,true,true,false,true,false,true,false,true,false,false,false,true,false,false,true,true,false,true,true,true,false,true,true,true,true,false,true,true,true,false,false,false,false,false,true,false,true,false,true,true,false,false,true,false,true,false,false,true,true,true,true,true,true,false,true,true,false,false,true,2093352,bytes,16704
false,false,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,true,true,true,false,true,true,false,false,true,false,true,true,true,true,true,false,true,false,true,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,true,true,false,false,true,true,false,true,true,true,false,true,true,false,true,false,false,false,true,true,true,false,true,false,true,false,true,false,true,false,false,false,true,true,false,true,4638984,bytes,30661
false,true,true,false,true,true,false,false,false,true,false,true,false,false,true,true,false,true,true,false,true,true,true,false,false,true,false,false,false,false,true,false,true,true,true,true,true,true,false,true,false,false,false,false,true,true,true,false,false,true,false,false,false,true,true,false,false,false,true,true,false,true,false,true,false,false,true,true,true,true,true,true,true,true,false,false,true,true,false,true,true,false,true,true,false,true,false,false,false,true,5450776,bytes,35155
false,true,false,true,true,false,false,true,false,true,false,false,false,true,true,true,false,true,true,false,false,true,true,false,false,false,true,false,false,true,true,true,false,true,true,true,false,false,true,false,false,true,false,false,true,true,false,true,true,false,true,true,true,false,true,false,false,true,true,true,true,false,false,false,false,true,true,true,true,true,true,false,false,false,false,true,true,false,true,true,false,false,false,true,true,false,false,false,true,true,1485464,bytes,12108
true,false,true,true,false,true,false,true,false,false,false,false,true,false,false,true,true,true,true,false,true,true,false,false,false,false,true,true,true,false,true,true,true,true,true,true,false,false,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,true,false,true,false,true,false,false,false,false,false,false,false,true,true,true,false,true,false,false,false,true,true,true,true,true,true,false,false,false,true,false,true,false,true,true,true,true,1833344,bytes,14581
false,false,true,false,false,false,true,false,false,true,true,true,true,false,true,true,true,true,false,true,true,false,true,false,false,true,true,false,false,true,true,false,false,true,true,true,false,false,false,true,false,false,true,false,true,true,false,false,false,true,true,false,false,true,true,true,true,true,true,true,true,false,true,false,false,false,false,true,true,false,true,true,false,false,false,true,false,false,true,false,false,true,false,true,true,false,true,true,false,true,2100680,bytes,15744
true,false,true,true,false,true,true,false,true,true,true,false,true,false,true,true,true,true,true,true,true,false,false,true,true,true,true,false,true,false,false,true,false,false,false,true,false,true,false,false,false,true,false,false,false,false,false,false,true,true,true,false,true,false,false,false,false,true,true,true,true,true,false,false,true,true,true,false,true,true,false,false,true,true,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,true,1578720,bytes,12705
false,true,true,false,false,true,true,true,false,false,false,true,false,false,true,true,false,false,true,false,false,false,true,true,true,false,true,true,false,true,false,false,true,true,false,false,false,false,false,false,true,true,false,false,false,false,true,true,true,true,false,true,true,false,true,true,false,false,false,true,true,true,false,true,true,true,true,false,false,false,true,false,false,false,false,true,false,false,false,true,true,true,false,false,true,false,false,true,true,true,2145016,bytes,16854
false,false,true,true,true,false,true,true,false,true,false,false,false,false,false,true,false,true,true,true,true,false,true,true,true,true,false,true,true,true,true,false,true,false,false,true,true,true,false,true,true,false,true,false,false,true,true,true,false,true,true,true,true,true,false,true,true,true,false,false,true,true,true,true,false,false,false,false,false,true,true,true,true,true,true,false,false,true,false,true,false,true,true,true,true,false,false,false,true,false,5274536,bytes,33954
