,--with-select_module,--with-poll_module,--with-threads,--with-file-aio,--with-http_ssl_module,--with-http_v2_module,--with-http_realip_module,--with-http_addition_module,--with-http_xslt_module,--with-http_xslt_module=dynamic,--with-http_image_filter_module,--with-http_image_filter_module=dynamic,--with-http_geoip_module,--with-http_geoip_module=dynamic,--with-http_sub_module,--with-http_dav_module,--with-http_flv_module,--with-http_mp4_module,--with-http_gunzip_module,--with-http_gzip_static_module,--with-http_auth_request_module,--with-http_random_index_module,--with-http_secure_link_module,--with-http_degradation_module,--with-http_slice_module,--with-http_stub_status_module,--with-http_perl_module=dynamic,--with-mail,--with-mail=dynamic,--with-mail_ssl_module,--with-stream,--with-stream=dynamic,--with-stream_ssl_module,--with-stream_realip_module,--with-stream_geoip_module,--with-stream_geoip_module=dynamic,--with-stream_ssl_preread_module,--with-google_perftools_module,--with-compat,--with-pcre,--with-pcre-jit,--with-zlib-asm=CPU,--with-libatomic,--with-debug,--without-select_module,--without-poll_module,--without-http_charset_module,--without-http_gzip_module,--without-http_ssi_module,--without-http_userid_module,--without-http_access_module,--without-http_auth_basic_module,--without-http_mirror_module,--without-http_autoindex_module,--without-http_geo_module,--without-http_map_module,--without-http_split_clients_module,--without-http_referer_module,--without-http_rewrite_module,--without-http_proxy_module,--without-http_fastcgi_module,--without-http_uwsgi_module,--without-http_scgi_module,--without-http_grpc_module,--without-http_memcached_module,--without-http_limit_conn_module,--without-http_limit_req_module,--without-http_empty_gif_module,--without-http_browser_module,--without-http_upstream_hash_module,--without-http_upstream_ip_hash_module,--without-http_upstream_least_conn_module,--without-http_upstream_random_module,--without-http_upstream_keepalive_module,--without-http_upstream_zone_module,--without-http,--without-http-cache,--without-mail_pop3_module,--without-mail_imap_module,--without-mail_smtp_module,--without-stream_limit_conn_module,--without-stream_access_module,--without-stream_geo_module,--without-stream_map_module,--without-stream_split_clients_module,--without-stream_return_module,--without-stream_upstream_hash_module,--without-stream_upstream_least_conn_module,--without-stream_upstream_random_module,--without-stream_upstream_zone_module,binary-size,unit,nr-of-gadgets
90,False,False,True,True,True,False,False,False,True,False,False,True,True,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,False,True,True,True,False,True,True,False,False,False,True,True,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,True,True,False,False,True,True,True,False,True,False,True,False,False,False,False,False,2491368,bytes,18129
91,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,False,True,True,True,True,False,False,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,True,True,True,True,False,False,True,False,True,False,True,False,True,False,True,2624872,bytes,18427
92,False,False,True,False,True,False,False,True,True,True,False,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,True,True,False,False,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,False,True,True,True,False,False,False,True,False,True,True,False,True,False,True,True,2110272,bytes,16570
93,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,5130568,bytes,33573
94,False,True,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,True,False,True,False,False,True,False,False,True,1710856,bytes,13946
95,False,True,False,True,True,False,True,False,False,True,True,False,True,False,True,True,False,True,True,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,True,False,4701096,bytes,31289
96,True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,False,True,False,False,False,True,True,True,False,True,False,False,False,True,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,1813128,bytes,14490
97,True,False,False,False,True,False,False,False,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,2662768,bytes,19562
98,True,False,True,True,False,True,False,False,True,True,False,True,True,False,False,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,1924344,bytes,15008
99,False,True,True,True,True,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,True,True,False,True,True,False,False,False,False,True,True,True,True,True,True,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,True,False,4668080,bytes,30997
100,False,False,True,True,True,False,True,False,True,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,True,True,True,False,False,True,False,True,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,5319048,bytes,34218
101,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,1811576,bytes,14508
102,True,True,True,True,False,True,False,True,True,False,False,True,False,False,True,False,True,True,False,True,False,True,True,False,True,True,False,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,True,True,True,False,False,True,1813360,bytes,14493
103,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False,False,True,True,False,False,False,False,5134104,bytes,33380
104,True,False,False,True,True,False,False,True,False,True,True,True,False,True,False,True,True,True,True,False,False,True,False,True,False,False,True,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,4294024,bytes,28481
105,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,4642104,bytes,30617
106,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,1608016,bytes,12996
107,True,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False,False,True,True,2247472,bytes,16904
108,False,False,False,True,True,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,True,True,False,False,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1547568,bytes,12375
109,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,True,True,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,True,True,1746992,bytes,14054
110,False,True,False,False,True,True,False,True,False,True,True,True,True,False,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,True,False,False,True,True,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,5210936,bytes,34296
111,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,False,True,True,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False,2033128,bytes,16034
112,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,True,True,False,True,False,False,True,False,False,True,False,5303584,bytes,33577
113,True,False,False,True,True,True,False,True,False,True,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,False,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,True,True,True,False,False,True,True,False,False,True,True,True,False,True,False,True,False,True,False,False,1886976,bytes,14928
114,True,True,True,False,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,True,True,False,True,True,False,True,True,True,False,True,True,False,False,True,False,True,True,True,False,False,True,True,False,True,False,False,True,True,True,False,True,False,False,True,True,True,True,False,False,True,False,True,True,True,False,False,True,False,False,False,2567832,bytes,18307
115,True,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,True,False,False,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,True,True,True,True,False,True,False,True,False,True,False,False,False,4906848,bytes,32222
116,True,False,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,True,True,True,False,True,False,False,False,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,5656504,bytes,36922
117,True,True,True,False,False,True,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,True,True,True,True,False,True,False,True,True,False,5630360,bytes,37617
118,False,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,True,False,True,False,True,True,True,False,False,True,False,True,True,True,False,True,False,False,False,True,False,False,True,True,True,True,False,True,True,False,True,True,False,False,True,False,False,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,False,2281984,bytes,17497
119,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True,True,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5373136,bytes,34223
120,True,True,False,False,False,True,True,True,False,True,False,True,True,True,False,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,True,True,False,False,False,True,True,False,False,1990432,bytes,14996
121,True,False,True,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,True,False,4709824,bytes,31080
122,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,False,False,True,False,False,2855792,bytes,19836
123,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,False,False,True,True,True,False,True,False,False,False,True,True,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,5310080,bytes,34118
124,False,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,False,False,True,False,False,False,True,False,False,True,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,1816416,bytes,14770
125,True,False,True,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,4602144,bytes,31587
126,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,2555440,bytes,18683
127,False,True,False,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,False,False,False,True,True,False,True,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,False,True,False,False,2812104,bytes,20323
128,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,True,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,2461168,bytes,18345
129,True,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,False,True,True,False,True,True,True,False,2039584,bytes,15274
130,True,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,4753576,bytes,32338
131,True,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,1828760,bytes,14832
132,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True,False,False,True,False,True,True,True,False,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,3945568,bytes,25814
133,True,False,True,True,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,False,True,True,True,True,False,3987984,bytes,25569
134,True,False,False,True,False,True,True,False,False,False,True,True,True,False,True,False,False,True,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True,False,True,True,False,True,False,False,1547568,bytes,12380
135,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,True,False,True,False,False,False,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,True,True,True,True,False,True,False,False,True,False,4683944,bytes,31248
136,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,True,True,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True,True,True,False,True,False,True,False,True,True,False,False,False,True,False,False,2929008,bytes,20417
137,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,True,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,4470664,bytes,30449
138,True,True,False,False,True,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,True,True,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,4859728,bytes,31466
139,True,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,True,False,True,True,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,2471760,bytes,17913
140,True,True,False,True,True,True,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,True,True,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,2216072,bytes,16117
141,False,True,True,True,False,True,False,False,False,True,False,False,True,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,True,True,False,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,1831336,bytes,14482
142,True,True,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,False,5029640,bytes,33918
143,False,True,False,False,False,False,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,True,True,False,False,False,False,1753696,bytes,14046
144,True,True,True,True,False,True,True,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,True,True,False,True,True,True,False,False,True,True,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,True,False,False,True,True,False,False,False,False,True,True,True,True,False,False,True,False,False,2241480,bytes,17137
145,True,False,False,False,True,False,False,False,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,True,True,False,False,True,False,False,False,False,True,False,True,True,True,True,False,True,False,True,True,True,False,False,False,False,4600584,bytes,30575
146,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,6100264,bytes,38926
147,False,False,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,4598872,bytes,31717
148,False,False,False,False,False,True,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,True,False,False,True,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,True,True,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False,2811920,bytes,19938
149,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,False,True,True,True,False,False,True,True,False,True,False,True,False,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,True,True,1817312,bytes,14821
150,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,4700696,bytes,31369
151,True,True,False,True,False,False,False,True,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,True,True,True,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False,True,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,5353016,bytes,34650
152,False,False,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,True,False,False,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,True,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,1769264,bytes,13894
153,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,True,False,True,False,False,True,False,False,False,1761768,bytes,14019
154,True,True,True,True,False,True,True,False,True,False,True,True,True,False,False,True,True,False,False,True,False,True,True,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,True,False,True,False,True,False,False,5137992,bytes,33081
155,True,False,False,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,1840608,bytes,14911
156,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,False,True,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,1558432,bytes,12386
