--disable-option-checking,--disable-libtool-lock,--disable-largefile,--disable-threadsafe,--disable-tcl,--disable-readline,--disable-amalgamation,--disable-load-extension,--disable-math,--enable-shared=no,--enable-static,--enable-fast-install,--enable-releasemode,--enable-tempstore,--enable-editline,--enable-debug,--enable-all,--enable-memsys5,--enable-memsys3,--enable-fts3,--enable-fts4,--enable-fts5,--enable-json1,--enable-update-limit,--enable-geopoly,--enable-rtree,--enable-session,--enable-gcov,--with-pic,--with-gnu-ld,--with-tcl=/usr/lib64,binary-size,unit,nr-of-gadgets
false,true,true,true,false,false,true,true,true,false,true,true,false,false,true,false,true,true,false,true,false,false,true,false,false,false,false,false,false,false,true,10080064,bytes,79255
true,true,false,true,false,true,true,false,true,true,true,false,false,true,true,false,false,true,true,false,false,false,true,true,true,false,false,true,false,false,false,8617400,bytes,68227
true,false,true,false,false,true,false,false,false,true,false,true,false,true,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false,false,true,8990184,bytes,70634
false,false,true,true,false,false,true,false,true,false,true,true,false,false,true,false,false,true,false,false,false,true,false,true,true,false,false,false,false,false,false,9753320,bytes,77161
true,false,false,false,true,false,false,false,false,true,true,true,false,true,true,false,false,true,true,false,true,true,false,false,false,false,true,false,false,true,false,10109248,bytes,78964
false,true,false,true,false,false,true,true,false,false,true,true,false,true,true,false,false,true,true,false,true,false,false,false,false,true,true,true,false,false,false,8860864,bytes,69991
false,false,false,false,false,false,true,false,true,false,true,true,true,true,false,false,false,true,false,false,false,true,true,false,false,true,false,false,false,true,true,9670680,bytes,75993
false,true,false,false,true,true,false,false,false,true,true,false,false,true,true,false,false,true,false,false,false,true,false,true,false,false,true,true,true,false,false,10124424,bytes,79153
true,false,true,false,true,true,true,false,false,false,false,false,true,false,false,false,false,true,true,false,false,true,false,true,true,false,true,true,true,true,true,10238304,bytes,80121
true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,false,false,true,false,false,true,false,false,false,true,true,true,false,true,false,9978720,bytes,78422
true,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,true,true,true,false,true,true,false,true,false,false,true,true,10141568,bytes,79690
true,false,true,false,false,false,true,true,false,false,true,false,true,true,false,false,true,false,false,false,true,false,true,true,true,false,false,true,false,false,false,10193880,bytes,79728
true,false,false,true,false,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,true,false,true,false,false,true,false,false,false,false,false,8443120,bytes,66475
false,false,false,true,true,false,false,false,false,false,false,false,true,false,false,false,true,true,true,true,true,false,true,false,true,true,true,false,false,true,false,10136432,bytes,79815
true,false,false,false,true,true,true,false,false,false,false,true,false,true,true,false,false,false,false,true,true,false,true,true,true,true,true,true,true,false,true,9117168,bytes,71925
true,false,true,false,false,true,false,false,true,true,false,false,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false,false,false,9070760,bytes,71025
true,false,false,false,false,false,false,true,true,true,true,false,true,true,false,false,true,true,true,false,false,false,false,false,false,true,true,false,false,true,true,10165744,bytes,79481
false,false,false,false,true,true,false,true,true,true,false,false,false,true,false,false,false,true,false,true,true,false,false,false,true,true,false,true,true,false,true,8631712,bytes,68429
true,false,true,false,true,true,true,true,false,false,true,false,false,false,true,false,true,false,false,false,false,true,true,false,true,true,true,true,true,true,false,10177712,bytes,79743
false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,false,true,true,false,false,true,false,false,true,true,false,false,false,false,false,9768744,bytes,77406
true,true,false,false,true,true,false,true,false,false,false,false,true,false,false,false,true,false,true,true,true,false,true,true,true,false,true,true,true,false,true,10191168,bytes,79575
false,true,true,true,true,false,false,false,true,true,false,false,true,true,true,false,true,false,false,true,true,false,false,false,true,true,false,true,false,true,true,10099352,bytes,79328
true,true,false,true,true,false,true,true,true,false,true,true,true,false,true,false,true,true,false,true,true,true,false,false,true,true,true,true,true,false,true,10080064,bytes,79255
false,false,false,false,true,true,false,true,true,false,true,false,true,true,false,false,false,false,true,true,true,true,false,true,false,true,false,true,false,true,false,9635200,bytes,75550
true,true,true,true,false,false,true,false,true,true,true,false,false,false,false,false,true,true,true,true,true,false,false,true,true,true,true,true,true,false,true,10125072,bytes,79654
false,false,true,false,true,false,false,false,false,true,true,true,false,false,false,false,true,false,true,false,true,true,false,false,false,true,false,false,true,false,false,10213128,bytes,80461
true,true,true,false,true,false,true,true,false,false,true,false,true,false,true,false,false,true,true,false,true,false,false,false,true,true,true,false,true,false,false,9078536,bytes,71143
true,false,true,false,true,false,true,true,false,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,false,false,true,true,true,false,false,8958848,bytes,70114
false,true,false,true,false,true,true,true,false,true,true,false,true,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,true,true,false,10123800,bytes,79417
true,true,true,false,true,true,true,true,false,true,false,true,false,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,8559240,bytes,67384
true,false,true,true,false,false,false,true,true,true,false,true,false,true,true,false,true,false,true,false,false,false,true,false,true,true,true,true,false,true,false,10071792,bytes,79085
false,false,false,false,true,false,false,true,true,true,true,false,false,true,true,false,true,true,true,true,true,false,false,false,true,true,false,false,true,false,false,10165680,bytes,79509
true,false,true,false,true,true,true,true,true,false,false,false,false,false,true,false,false,false,false,true,false,false,true,true,false,true,true,true,false,false,true,8930912,bytes,69816
true,true,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,10212096,bytes,79842
true,false,true,false,true,true,true,true,false,false,true,true,true,true,false,false,true,true,false,true,true,true,false,false,true,false,false,false,false,false,false,10191936,bytes,79704
true,false,true,true,false,false,true,false,true,true,true,true,false,true,false,false,false,false,true,false,true,false,true,false,false,true,true,true,true,true,false,8857912,bytes,69824
true,false,false,false,true,true,true,false,true,true,true,true,false,false,true,false,true,false,true,true,true,false,false,true,true,true,false,false,false,false,true,10199288,bytes,80510
true,false,true,false,true,true,true,false,true,false,true,true,false,false,false,false,false,false,false,true,false,true,true,true,false,true,true,true,true,true,true,10085416,bytes,78851
true,true,false,false,false,false,true,false,true,true,true,false,false,false,true,false,false,true,false,false,true,true,true,false,true,false,false,false,false,false,false,9785808,bytes,76995
false,true,false,false,true,true,false,false,false,true,false,false,true,false,true,false,false,false,false,false,true,false,true,true,true,true,false,false,true,true,true,8695544,bytes,68578
false,true,false,true,true,false,true,true,false,true,false,true,true,false,true,false,false,true,true,false,false,false,false,true,false,false,false,false,false,false,false,8505488,bytes,67298
true,true,true,true,true,true,false,false,false,false,false,true,false,true,true,false,true,false,false,true,true,true,false,true,true,true,false,false,true,true,true,10138856,bytes,79570
false,false,true,false,true,false,false,false,false,true,false,true,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,8578536,bytes,67578
true,false,true,true,false,false,false,false,false,false,false,true,true,true,false,false,true,true,true,false,false,false,false,false,true,false,false,false,true,false,false,10136360,bytes,79800
false,false,false,true,false,true,true,true,false,true,true,true,false,true,true,false,true,true,true,false,true,false,false,true,false,true,true,true,true,false,false,10123800,bytes,79417
true,true,false,true,false,true,true,false,true,false,false,true,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,9625272,bytes,76228
true,false,true,false,false,true,true,true,true,true,true,false,false,false,true,false,false,false,true,false,true,false,false,true,false,false,true,true,true,false,true,8930832,bytes,69801
true,false,false,true,true,true,false,false,false,true,false,false,false,false,true,false,true,false,true,false,true,true,true,false,true,false,false,true,false,false,true,10125560,bytes,79510
true,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,false,true,false,true,true,false,true,true,9078536,bytes,71143
false,false,true,false,true,true,false,false,true,false,false,false,true,true,false,false,false,false,false,true,true,true,true,true,false,true,true,false,false,true,false,10085416,bytes,78851
false,true,true,true,true,false,false,false,true,false,false,false,false,false,false,false,false,true,true,true,false,true,true,true,true,true,true,true,false,false,true,10125072,bytes,79654
false,true,true,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,false,false,false,true,false,true,true,true,true,true,true,true,false,10202064,bytes,80355
true,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,true,false,true,false,true,true,false,true,false,false,true,false,true,false,true,10202064,bytes,80355
false,true,false,false,false,true,false,true,false,true,false,false,true,true,true,false,false,false,false,false,true,true,false,true,true,false,false,false,false,false,false,9782960,bytes,76877
false,false,false,true,true,true,true,false,false,true,false,false,true,false,true,false,false,false,false,false,false,false,false,true,true,false,false,true,false,true,false,8637904,bytes,68287
false,true,false,true,true,true,true,true,true,true,true,true,true,false,false,false,true,true,false,false,false,true,false,true,true,false,false,false,false,true,true,10090944,bytes,79223
true,false,false,false,true,true,false,true,false,true,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,true,false,false,false,false,10177640,bytes,79656
true,true,false,true,false,false,false,true,true,true,false,true,false,false,false,false,true,true,true,true,false,true,true,true,true,false,false,false,true,false,true,10097472,bytes,79333
true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,true,true,true,false,8501440,bytes,66934
true,false,false,true,false,true,false,false,true,false,false,true,false,true,false,false,true,true,true,true,true,false,true,true,false,true,true,false,false,true,true,10118544,bytes,79561
true,false,false,false,false,true,false,false,true,true,false,false,false,true,true,false,true,true,false,false,false,false,false,false,true,false,false,true,true,false,true,10196032,bytes,81048
false,false,false,false,false,true,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,true,true,false,false,true,false,true,false,false,true,9677496,bytes,75962
true,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,true,false,true,false,false,false,true,true,false,false,false,false,false,8692624,bytes,68697
false,true,false,false,false,true,true,false,false,false,true,false,false,true,true,false,true,true,false,false,false,false,false,true,false,false,false,false,true,false,true,10238304,bytes,80121
true,true,true,false,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,true,true,true,false,9649272,bytes,75645
false,false,false,false,true,false,true,false,true,false,true,false,false,true,true,false,false,true,false,true,true,true,false,false,true,true,true,true,true,true,false,10198480,bytes,80712
true,false,true,false,true,true,true,false,false,false,true,true,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,true,false,true,true,8558512,bytes,67601
true,false,false,true,true,true,true,false,false,false,false,true,true,false,true,false,true,true,false,false,false,false,true,false,false,true,true,false,false,false,false,10133928,bytes,79663
false,true,true,false,true,false,true,false,false,true,true,true,false,false,false,false,true,false,false,false,true,true,true,true,false,true,false,true,true,true,true,10230864,bytes,80157
true,false,true,false,false,false,true,true,true,true,false,false,true,true,true,false,true,true,true,true,false,false,false,false,false,false,false,true,true,false,true,10165680,bytes,79509
false,false,false,true,true,false,false,true,true,false,true,true,true,false,true,false,true,false,true,false,false,true,true,false,false,true,true,true,false,false,false,10071792,bytes,79085
false,true,true,true,false,true,true,true,false,false,true,false,false,true,true,false,false,false,false,false,true,true,true,false,false,false,false,false,true,true,true,9599880,bytes,75803
false,false,true,false,false,true,true,false,true,true,false,false,false,true,false,false,false,true,false,false,false,true,true,true,false,true,true,false,false,true,false,10095672,bytes,79009
false,false,false,false,false,false,true,true,false,false,true,false,true,false,true,false,false,true,false,false,false,true,false,true,true,true,true,false,false,false,true,10212064,bytes,79873
true,true,true,false,true,true,false,false,false,true,true,false,true,false,false,false,true,true,false,true,true,true,false,false,true,false,true,false,false,true,true,10224768,bytes,79981
false,false,false,true,true,false,true,true,false,false,true,false,false,false,true,false,true,true,false,true,true,false,false,false,true,true,true,true,false,false,true,10108752,bytes,79376
true,true,true,false,true,false,true,false,false,false,true,true,true,false,false,false,true,false,true,false,false,false,true,true,false,true,false,true,false,true,true,10230864,bytes,80157
false,true,true,true,true,true,true,true,true,false,false,true,true,false,false,false,false,true,false,false,true,false,true,false,false,false,false,true,false,false,true,8455848,bytes,66579
true,false,true,true,false,false,false,true,true,false,true,false,true,true,false,false,true,false,false,false,true,false,true,false,true,false,true,true,false,true,false,10071792,bytes,79085
true,false,false,true,true,true,false,false,true,false,false,true,true,true,true,false,false,false,false,false,true,false,false,false,true,false,false,true,true,true,true,8591584,bytes,67950
false,true,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,true,true,true,false,true,9053760,bytes,70972
false,true,false,false,true,true,true,true,true,true,false,false,true,false,false,false,false,true,true,false,false,true,false,true,true,false,false,true,false,true,true,9768568,bytes,76755
true,false,true,false,true,false,false,false,true,true,true,true,true,true,true,false,false,true,false,true,true,true,false,true,false,false,false,false,true,true,false,9683920,bytes,76134
true,false,false,false,false,true,true,true,false,false,true,true,true,true,true,false,true,true,false,false,false,false,false,false,false,true,false,false,true,false,false,10191936,bytes,79717
false,true,false,true,false,true,false,false,true,false,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,false,true,false,true,10118544,bytes,79561
false,false,false,false,true,true,false,true,false,true,false,true,true,false,false,false,false,false,true,false,true,true,false,true,true,false,true,true,false,true,true,10191144,bytes,79582
false,false,true,true,true,false,true,true,false,true,true,false,true,true,false,false,true,true,true,false,true,false,false,false,true,false,false,false,false,false,true,10108752,bytes,79416
true,true,true,false,false,false,false,true,true,false,true,true,true,false,false,false,false,false,false,true,false,true,false,false,true,false,false,true,false,true,false,9743856,bytes,76735
true,false,true,true,true,false,true,false,false,true,true,false,false,true,true,false,false,false,false,true,false,false,true,true,true,true,true,true,false,true,false,9020576,bytes,71276
false,false,true,true,false,true,false,false,true,true,false,false,true,true,false,false,false,false,true,false,false,false,false,true,true,true,true,false,false,true,false,8984928,bytes,70818
true,false,true,true,false,false,false,true,false,false,true,true,false,true,true,false,false,true,false,true,false,false,false,true,false,false,true,true,false,true,true,8878384,bytes,69846
true,true,true,true,true,false,true,false,true,true,false,true,true,true,true,false,false,true,true,false,false,true,false,false,true,true,true,true,false,true,false,10111712,bytes,79498
true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,true,false,true,false,false,false,true,true,true,false,true,false,true,true,false,10117056,bytes,79575
false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,true,false,true,true,true,true,false,false,false,true,false,false,false,false,true,10180384,bytes,79501
false,false,true,true,true,true,true,false,true,true,false,true,true,false,false,false,true,true,true,false,false,true,true,false,true,false,true,false,true,false,false,10101088,bytes,79511
true,true,false,false,true,false,false,true,true,true,false,true,false,false,false,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,10165680,bytes,79509
false,true,false,true,true,true,false,true,true,false,true,false,true,false,true,false,true,false,true,true,true,false,true,true,false,true,false,true,true,false,true,10078368,bytes,79096
false,true,true,false,true,false,false,true,true,true,true,false,true,false,false,false,false,false,false,true,true,false,true,true,true,true,true,false,false,true,false,9053264,bytes,70807
false,true,false,false,false,false,false,true,false,true,true,false,true,false,true,false,false,true,false,false,true,true,false,false,false,true,false,false,false,false,false,9664240,bytes,75912
true,true,false,false,false,true,false,true,false,true,true,false,false,false,true,false,true,false,false,false,false,false,false,true,true,true,false,true,false,false,false,10191144,bytes,79582
true,false,true,false,false,false,true,true,false,true,true,false,false,false,false,false,false,true,true,true,true,false,true,false,false,false,true,false,false,false,true,8958848,bytes,70114
false,true,true,false,false,true,false,true,false,false,true,true,false,true,false,false,false,false,true,false,true,false,true,false,false,false,false,false,false,false,true,8531656,bytes,67201
false,false,false,true,true,false,false,false,false,false,true,false,false,true,true,false,true,true,true,true,false,true,true,false,true,false,false,true,true,false,false,10136432,bytes,79815
true,true,true,false,false,true,true,true,false,true,true,false,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,10205536,bytes,79765
true,true,false,true,true,true,true,false,true,false,false,false,true,false,false,false,true,true,false,true,false,false,false,true,false,false,false,false,false,false,false,10118544,bytes,79561
false,false,true,true,false,false,true,true,true,false,true,false,true,false,false,false,true,true,true,false,true,false,false,true,false,false,false,false,true,false,true,10097464,bytes,79342
true,true,false,false,false,true,false,false,true,true,true,false,true,true,false,false,false,false,true,true,true,true,false,true,false,true,true,true,false,false,false,10085416,bytes,78851
false,false,true,true,true,false,true,false,true,false,false,false,true,true,true,false,true,true,false,true,true,true,false,false,true,true,true,true,true,false,true,10111712,bytes,79486
false,false,true,false,true,false,false,false,true,false,true,true,false,true,true,false,false,false,false,true,true,false,false,false,true,true,true,true,false,false,false,9073464,bytes,71205
false,true,true,false,false,false,false,false,true,false,false,true,false,true,false,false,true,false,false,true,true,true,true,true,true,true,false,false,true,false,false,10202032,bytes,80354
false,false,true,false,false,false,false,true,false,true,true,false,false,false,true,false,true,false,true,true,true,true,true,true,false,true,true,true,false,false,true,10193912,bytes,79714
false,false,true,true,false,true,true,false,false,true,false,false,false,true,false,false,true,true,false,false,true,false,true,false,true,true,true,false,true,false,true,10133928,bytes,79663
false,true,false,true,true,true,false,false,true,false,false,true,false,true,false,false,false,true,true,false,true,false,false,true,true,true,true,true,true,false,true,8997312,bytes,70934
true,true,true,true,false,true,false,true,true,false,true,true,false,true,true,false,false,true,true,true,true,true,false,true,false,false,false,false,true,false,false,9593152,bytes,75949
false,false,false,false,true,false,true,true,false,true,true,false,true,true,true,false,true,true,true,true,false,false,false,false,false,true,true,false,false,true,false,10194400,bytes,79706
true,false,true,true,false,true,false,false,false,true,true,true,true,true,true,false,true,true,true,true,true,false,false,true,true,true,false,false,true,false,true,10147416,bytes,79828
true,true,false,true,true,true,true,true,false,true,false,false,true,false,true,false,false,true,false,true,true,true,false,true,false,false,false,false,true,true,true,9625776,bytes,76150
true,false,false,false,true,true,false,true,false,true,false,true,false,true,false,false,false,true,false,false,false,true,true,false,true,false,true,true,true,false,false,10191936,bytes,79717
true,false,false,false,true,true,false,true,true,false,true,false,true,true,false,false,false,true,false,false,true,true,true,false,false,false,true,false,true,false,true,10049312,bytes,78385
false,false,false,false,false,false,true,true,true,false,true,true,true,true,false,false,true,true,true,true,true,true,false,true,false,false,false,false,false,true,false,10179248,bytes,79721
false,false,true,true,false,false,true,false,true,true,true,false,false,false,false,false,true,true,false,false,true,true,true,true,false,false,false,false,true,true,true,10125280,bytes,79627
true,true,true,true,false,false,false,false,true,false,false,true,true,true,false,false,true,true,true,true,false,false,false,false,false,true,false,true,false,false,true,10111712,bytes,79486
false,false,false,false,true,true,true,true,false,false,true,true,true,true,false,false,false,false,true,true,false,false,true,true,false,false,false,true,true,true,false,8544840,bytes,67364
true,true,false,false,true,true,true,false,true,false,false,true,false,false,true,false,false,false,false,false,false,false,true,true,true,false,false,true,true,true,true,8670848,bytes,68316
false,true,true,false,false,false,true,false,true,false,false,true,false,true,true,false,true,false,false,true,false,false,true,true,true,true,false,false,true,true,false,10202032,bytes,80354
true,true,true,false,false,false,false,true,true,false,false,false,true,false,false,false,true,true,true,false,false,true,true,false,true,true,false,true,true,false,true,10165744,bytes,79481
true,true,true,false,false,true,false,true,true,false,true,false,false,false,false,false,false,true,false,false,true,false,true,true,false,false,false,true,false,false,true,8530408,bytes,67248
true,true,false,false,true,false,false,false,true,true,false,true,true,true,false,false,false,true,true,true,true,true,true,false,false,false,true,false,false,true,false,10084600,bytes,78877
true,true,false,false,true,true,false,false,true,false,true,false,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,false,false,true,false,10213672,bytes,80035
true,true,false,true,true,true,true,true,false,false,true,false,true,false,false,false,false,false,true,true,false,false,true,false,false,true,true,true,true,true,true,8845936,bytes,69602
true,false,true,false,true,true,true,true,true,true,false,false,true,true,true,false,true,true,false,true,false,true,true,false,true,true,true,true,true,false,true,10159120,bytes,79429
false,true,true,false,true,false,false,true,true,true,true,false,false,true,true,false,true,true,false,true,false,true,true,false,true,true,false,false,false,false,true,10165680,bytes,79509
false,true,true,true,false,false,false,true,true,false,true,true,false,false,true,false,true,false,false,true,true,true,false,false,true,true,false,false,true,true,false,10071800,bytes,79076
false,true,true,true,true,true,false,false,false,true,false,true,false,true,true,false,false,false,true,true,true,false,true,false,false,true,false,true,true,false,true,8500656,bytes,67171
false,false,false,false,false,false,true,true,true,false,true,false,true,false,false,false,false,true,false,true,false,false,false,true,false,true,true,false,true,false,true,8943504,bytes,70179
true,false,true,false,false,false,true,false,true,false,false,false,false,false,true,false,true,true,false,false,false,true,false,true,false,false,false,true,true,false,true,10216096,bytes,80202
true,true,true,true,false,false,true,true,true,false,true,false,false,false,true,false,true,true,true,false,true,false,false,false,false,false,false,true,true,false,true,10080056,bytes,79274
false,false,false,false,true,false,true,false,false,false,true,false,true,false,true,false,true,true,false,true,false,true,true,true,true,false,true,false,false,true,true,10240840,bytes,80084
true,true,false,false,true,true,false,true,true,true,true,false,false,true,true,false,false,false,false,true,true,true,true,false,true,false,true,false,true,true,false,10148952,bytes,79536
false,false,false,true,true,true,false,true,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false,true,false,false,8591768,bytes,67731
true,true,false,false,false,true,false,true,false,false,true,true,false,false,true,false,true,false,true,false,true,false,true,true,true,true,false,true,false,true,false,10191144,bytes,79582
true,true,false,false,true,true,true,false,true,true,true,true,false,true,false,false,true,true,false,false,true,true,false,true,false,true,false,true,false,true,false,10213632,bytes,80003
true,true,true,false,false,false,false,true,false,true,true,true,true,true,true,false,true,true,true,false,true,false,true,false,true,true,true,true,true,false,false,10194400,bytes,79697
false,true,true,true,true,true,false,true,false,false,false,true,false,true,false,false,true,false,true,false,false,false,false,true,true,false,false,true,false,false,false,10111128,bytes,79263
false,true,true,true,false,false,false,true,true,true,true,false,true,true,true,false,true,true,true,true,true,false,true,true,false,true,true,false,false,false,true,10097472,bytes,79333
false,false,false,true,true,false,true,false,false,true,false,false,true,false,true,false,true,true,true,false,false,false,false,false,true,false,true,true,true,false,true,10136360,bytes,79800
false,false,true,false,true,true,true,true,true,false,true,false,false,false,false,false,true,false,true,true,false,true,false,false,false,true,true,true,false,true,true,10148952,bytes,79536
false,true,false,true,false,true,false,false,true,false,false,false,false,false,false,false,true,false,true,true,true,true,false,true,false,false,true,true,true,false,false,10106120,bytes,79455
false,false,true,true,false,false,true,true,false,false,false,true,true,true,false,false,false,true,true,false,true,true,false,false,true,true,true,true,true,false,false,10108752,bytes,79416
false,true,true,true,true,false,false,false,false,false,false,false,false,false,true,false,true,true,true,false,true,false,false,false,true,false,false,false,true,true,false,10136360,bytes,79800
false,true,true,false,true,false,true,false,true,true,true,true,false,false,false,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,10188496,bytes,80474
